TicketID,Date,AgentID,Priority,Category,Channel,ResolutionMinutes,Status,SLA_Met,Escalated,FCR,CSAT,Revenue,Profit
517,2024-10-12,1010,Medium,Account Access,Email,82,Closed,True,False,False,4,118.97,73.05
518,2025-06-25,1009,High,Feature Request,Email,107,Closed,True,True,True,4,768.65,420.18
519,2025-02-01,1018,Medium,Technical Issue,Email,78,Closed,True,False,False,4,183.24,109.11
520,2025-01-06,1010,Medium,Technical Issue,Web Portal,58,Resolved,True,False,False,4,288.11,131.33
521,2024-12-27,1021,High,Technical Issue,Social Media,129,Closed,True,False,True,5,201.67,91.95
522,2024-12-05,1014,High,Technical Issue,Email,204,Closed,True,True,False,3,204.55,112.98
523,2025-02-17,1001,Medium,Account Access,Chat,120,Closed,True,True,True,3,133.1,76.08
524,2025-01-24,1022,Medium,Feature Request,Phone,80,Resolved,True,False,True,4,593.65,402.99
525,2025-05-23,1014,Low,Billing,Chat,44,Open,False,True,True,3,269.23,117.37
526,2025-03-21,1001,Medium,Billing,Email,72,In Progress,False,False,True,4,482.87,270.46
527,2025-03-06,1012,Medium,Technical Issue,Phone,84,Closed,True,False,False,4,176.07,90.25
528,2024-07-08,1019,Low,Technical Issue,Email,90,Resolved,True,True,False,3,154.25,72.28
529,2024-12-25,1013,Critical,General Inquiry,Email,211,Closed,True,True,False,3,28.5,16.78
530,2024-10-30,1002,Low,Technical Issue,Web Portal,46,Closed,True,False,True,5,383.17,227.36
531,2025-03-24,1016,High,Billing,Phone,226,Pending Customer,True,False,False,3,424.24,257.61
532,2025-04-07,1001,Medium,Account Access,Email,71,In Progress,True,False,True,4,119.27,63.88
533,2025-06-19,1007,High,General Inquiry,Email,201,Resolved,True,True,False,3,22.06,7.77
534,2025-06-06,1013,High,Feature Request,Phone,186,Resolved,True,False,False,4,685.99,404.17
535,2024-07-21,1017,Critical,Account Access,Phone,136,Resolved,True,False,False,5,148.17,102.63
536,2024-10-29,1015,Medium,Technical Issue,Phone,47,Open,True,False,False,4,150.11,75.18
537,2025-01-04,1022,High,Account Access,Chat,131,Resolved,True,False,False,4,151.33,101.05
538,2025-04-13,1013,Low,General Inquiry,Web Portal,48,In Progress,True,False,True,5,76.94,52.24
539,2024-09-25,1003,Low,General Inquiry,Chat,39,Resolved,False,False,True,4,77.28,51.86
540,2024-10-31,1014,Medium,Billing,Email,123,Closed,True,False,False,4,266.74,147.83
541,2025-02-28,1022,Low,Bug Report,Chat,31,Resolved,True,False,False,5,81.64,37.8
542,2025-04-25,1022,Medium,Technical Issue,Email,72,Pending Customer,False,True,False,3,116.44,59.66
543,2024-10-04,1015,Critical,Account Access,Chat,145,Closed,True,True,False,3,145.7,54.25
544,2025-06-22,1015,Low,Billing,Chat,34,Pending Customer,True,False,True,5,486.24,297.43
545,2024-08-26,1004,Low,Feature Request,Chat,77,Resolved,True,False,False,3,526.67,342.9
546,2025-01-13,1006,Medium,Billing,Chat,79,Resolved,True,False,True,5,354.1,169.04
547,2025-01-14,1004,Medium,Technical Issue,Email,121,Pending Customer,True,False,True,4,128.75,66.15
548,2025-02-27,1021,Medium,General Inquiry,Web Portal,86,Resolved,True,False,True,4,84.73,39.83
549,2024-12-06,1016,Medium,General Inquiry,Email,143,Open,False,False,True,4,86.33,48.03
550,2025-02-24,1007,Low,Technical Issue,Email,73,Resolved,True,False,False,3,393.64,214.42
551,2024-11-20,1012,Low,Account Access,Email,42,Open,True,False,True,4,171.43,88.43
552,2024-11-10,1008,High,Feature Request,Phone,240,Resolved,True,False,False,3,283.78,182.17
553,2024-08-15,1013,High,General Inquiry,Email,173,Resolved,True,False,True,4,37.89,17.2
554,2025-02-15,1014,Critical,Billing,Chat,241,Pending Customer,False,True,False,2,144.3,85.65
555,2025-05-24,1011,High,Account Access,Phone,176,Resolved,True,False,True,5,119.2,76.23
556,2025-01-23,1014,Low,Billing,Email,72,Closed,True,False,False,4,393.28,229.75
557,2024-11-21,1002,Low,Feature Request,Email,45,Pending Customer,True,True,True,4,605.27,310.58
558,2024-11-26,1022,Medium,Bug Report,Web Portal,72,Resolved,True,False,True,5,90.6,63.18
559,2025-06-17,1015,Medium,Billing,Chat,41,Resolved,True,True,False,4,497.65,267.55
560,2025-04-16,1019,Critical,Feature Request,Chat,247,In Progress,False,True,False,3,241.95,121.74
561,2025-05-07,1006,Low,Billing,Email,34,Resolved,True,False,False,4,159.77,104.51
562,2025-03-22,1005,Critical,Billing,Phone,207,In Progress,True,True,True,4,323.97,171.98
563,2025-04-03,1020,Medium,Billing,Email,71,Resolved,True,False,True,5,259.13,139.89
564,2025-02-23,1013,Low,Technical Issue,Phone,44,In Progress,True,True,False,3,186.48,77.28
565,2024-08-18,1008,Low,Bug Report,Web Portal,52,Closed,True,False,False,4,85.66,53.04
566,2025-02-27,1016,Low,Billing,Phone,69,Closed,True,False,False,4,322.49,187.43
567,2025-03-13,1003,Medium,Bug Report,Phone,84,Pending Customer,True,False,False,5,62.29,37.23
568,2024-11-18,1010,Medium,Account Access,Web Portal,82,Resolved,True,False,False,4,116.99,65.72
569,2025-05-27,1009,Medium,Account Access,Email,85,Closed,True,False,True,5,136.46,79.91
570,2024-11-06,1010,Medium,Billing,Phone,84,Open,True,False,False,5,420.85,221.44
571,2025-03-11,1013,High,Account Access,Email,125,Resolved,True,False,False,4,132.66,73.95
572,2025-04-29,1002,High,Bug Report,Email,97,Closed,True,False,False,4,247.09,126.73
573,2024-09-05,1022,High,Billing,Phone,98,Resolved,True,False,True,5,546.69,312.84
574,2025-01-29,1004,Medium,General Inquiry,Phone,98,Closed,True,True,False,3,55.71,23.58
575,2025-06-08,1011,Medium,Technical Issue,Email,79,Closed,False,True,False,2,364.69,176.51
576,2024-07-25,1005,Medium,Technical Issue,Phone,82,Open,False,False,False,3,120.02,65.6
577,2024-11-01,1014,Medium,Bug Report,Email,101,Resolved,True,False,True,4,93.23,54.86
578,2025-01-13,1012,Low,Billing,Email,48,In Progress,True,False,True,5,318.97,222.82
579,2025-01-07,1007,Low,Technical Issue,Email,51,Resolved,True,False,False,4,218.22,101.92
580,2024-10-17,1004,Medium,Billing,Email,106,Closed,True,False,True,4,490.7,250.57
581,2024-11-19,1001,Critical,General Inquiry,Web Portal,165,Closed,True,False,False,4,84.95,54.63
582,2024-09-25,1007,Low,General Inquiry,Email,81,Resolved,False,True,False,3,24.16,10.22
583,2025-04-26,1010,High,Account Access,Web Portal,172,Pending Customer,True,True,True,3,56.56,24.44
584,2024-10-01,1010,Low,Billing,Chat,53,In Progress,True,False,True,4,426.35,229.46
585,2025-02-05,1018,Medium,Bug Report,Social Media,69,Resolved,True,False,True,5,180.18,111.31
586,2024-11-06,1013,Medium,Billing,Social Media,98,Resolved,True,False,True,4,471.75,303.77
587,2025-04-07,1011,Medium,Technical Issue,Phone,96,Pending Customer,True,True,True,3,245.86,98.73
588,2025-02-15,1007,High,Technical Issue,Phone,229,In Progress,True,True,False,3,187.78,73.09
589,2024-11-29,1015,High,Billing,Phone,74,In Progress,True,True,True,5,391.52,172.34
590,2025-03-31,1013,Low,Billing,Social Media,65,Pending Customer,True,False,True,4,544.01,377.57
591,2024-07-01,1017,High,Account Access,Phone,73,Resolved,True,False,False,5,60.37,28.31
592,2024-07-09,1003,High,Feature Request,Chat,148,Open,True,False,False,5,531.49,246.06
593,2024-09-25,1003,High,Technical Issue,Email,144,Closed,True,False,True,4,181.88,122.86
594,2025-03-06,1016,Medium,Billing,Email,116,Resolved,True,True,False,3,219.1,104.35
595,2025-05-28,1013,High,Technical Issue,Web Portal,182,Open,True,False,True,4,237.85,130.21
596,2024-07-18,1009,Medium,Technical Issue,Social Media,82,Open,True,False,False,4,252.13,115.21
597,2025-02-14,1023,Medium,Account Access,Phone,128,Resolved,True,True,False,3,76.81,29.89
598,2025-01-28,1004,High,Billing,Phone,141,Resolved,True,False,False,4,481.72,276.58
599,2025-02-07,1022,Low,Feature Request,Email,32,Closed,True,False,True,5,739.2,486.74
600,2025-06-18,1014,Medium,Technical Issue,Phone,109,In Progress,True,False,True,4,215.0,109.23
601,2024-12-23,1002,Medium,Technical Issue,Chat,51,Resolved,True,True,True,4,103.61,62.14
602,2025-01-14,1022,Medium,Technical Issue,Phone,70,Closed,True,False,True,5,392.71,265.86
603,2025-04-13,1007,Low,Bug Report,Phone,62,Closed,True,False,True,4,72.41,45.28
604,2024-10-16,1012,Medium,Billing,Web Portal,73,Closed,True,False,True,4,433.37,209.78
605,2024-07-28,1001,Low,Feature Request,Chat,61,Resolved,True,False,False,4,368.2,214.77
606,2025-05-14,1008,Medium,Account Access,Email,132,Open,True,False,True,4,56.79,38.54
607,2024-09-07,1005,Medium,Feature Request,Chat,82,In Progress,True,False,True,4,555.74,270.0
608,2024-07-07,1010,Medium,Billing,Chat,85,Resolved,True,False,False,5,296.12,168.2
609,2025-05-20,1003,Critical,Technical Issue,Chat,134,Closed,True,True,False,4,82.54,49.47
610,2024-07-20,1005,Low,Feature Request,Chat,61,Resolved,True,False,True,4,454.7,234.85
611,2024-08-23,1006,Medium,Billing,Phone,67,Resolved,True,False,False,4,393.77,271.88
612,2024-09-21,1001,High,Bug Report,Web Portal,122,Closed,False,True,False,3,196.78,86.56
613,2024-10-04,1021,Low,Account Access,Phone,49,In Progress,True,False,True,4,72.06,42.52
614,2025-04-02,1019,Medium,Technical Issue,Chat,153,Closed,True,False,True,4,370.18,173.5
615,2025-04-20,1011,Medium,General Inquiry,Email,71,In Progress,True,False,True,4,29.69,19.02
616,2025-06-27,1002,Medium,Account Access,Web Portal,53,Closed,True,False,True,5,69.25,44.66
617,2025-05-10,1006,Medium,Technical Issue,Phone,90,Resolved,True,False,False,4,238.54,140.87
618,2025-05-10,1008,Critical,Feature Request,Web Portal,265,Closed,False,True,False,3,372.98,154.74
619,2025-06-30,1010,High,Account Access,Chat,122,Pending Customer,True,False,True,5,156.21,108.46
620,2025-03-23,1021,High,Feature Request,Web Portal,129,Resolved,True,False,False,5,664.98,380.38
621,2024-07-16,1016,Medium,Feature Request,Phone,93,Resolved,True,False,True,4,335.11,188.15
622,2024-10-23,1006,High,Billing,Social Media,100,Resolved,True,True,False,3,531.1,227.8
623,2025-05-07,1004,Medium,Account Access,Chat,118,Open,True,False,False,3,167.84,112.26
624,2025-03-13,1011,High,Technical Issue,Web Portal,171,Closed,True,False,False,4,287.53,192.03
625,2025-04-18,1015,Medium,Account Access,Email,53,Resolved,True,False,True,5,66.56,39.49
626,2025-01-07,1007,Medium,Technical Issue,Social Media,114,Resolved,True,False,True,4,282.35,192.91
627,2025-05-05,1016,High,Technical Issue,Phone,143,Resolved,True,False,False,4,152.55,83.93
628,2025-05-12,1022,Medium,Technical Issue,Web Portal,68,Open,True,False,True,4,100.28,67.53
629,2024-12-03,1022,High,Feature Request,Chat,111,Resolved,True,False,True,5,496.03,332.14
630,2025-05-03,1012,Medium,Technical Issue,Phone,91,Closed,True,False,True,5,274.71,139.95
631,2024-08-25,1021,Medium,Technical Issue,Phone,58,Closed,True,True,False,4,233.1,116.25
632,2024-12-12,1001,Low,Feature Request,Phone,53,Resolved,True,True,True,4,321.1,149.16
633,2025-04-28,1005,Medium,Billing,Chat,71,Resolved,True,True,False,4,199.35,115.56
634,2025-05-09,1011,Low,General Inquiry,Web Portal,62,Open,True,False,True,4,38.33,24.89
635,2024-09-14,1021,Low,Technical Issue,Chat,40,Resolved,False,False,False,4,368.83,201.62
636,2024-07-27,1006,Medium,Billing,Email,70,Closed,True,False,True,4,358.33,191.08
637,2025-05-15,1009,Medium,Account Access,Email,64,In Progress,False,True,True,3,119.47,50.07
638,2024-08-31,1008,Medium,Feature Request,Web Portal,158,Closed,True,True,False,3,413.96,160.94
639,2025-02-11,1012,Critical,Account Access,Web Portal,155,Resolved,True,False,False,4,99.98,55.04
640,2025-03-24,1011,Low,Billing,Chat,58,Resolved,True,False,False,4,598.69,414.35
641,2024-10-09,1008,High,Billing,Phone,196,Closed,True,False,True,4,365.42,251.0
642,2025-01-01,1002,Medium,Technical Issue,Email,70,Resolved,True,False,False,4,344.66,200.38
643,2024-09-22,1005,High,Account Access,Phone,103,Resolved,True,False,True,4,108.36,63.96
644,2025-06-13,1023,Medium,General Inquiry,Web Portal,137,Resolved,True,False,False,4,51.85,26.53
645,2025-05-21,1004,High,General Inquiry,Chat,200,Resolved,True,True,False,3,24.98,13.09
646,2024-10-06,1013,Medium,Technical Issue,Email,122,Resolved,True,False,False,4,182.0,112.37
647,2025-06-04,1011,Low,Technical Issue,Chat,44,Resolved,True,False,True,4,149.68,87.83
648,2025-03-10,1023,Medium,Billing,Phone,127,Resolved,True,False,True,4,204.33,95.62
649,2024-12-03,1013,Low,Technical Issue,Social Media,74,Resolved,True,False,True,5,387.7,195.31
650,2025-03-28,1017,Medium,Technical Issue,Web Portal,62,Open,False,True,True,4,175.74,84.64
651,2025-04-10,1010,Medium,Bug Report,Chat,97,Resolved,True,False,True,5,156.81,80.33
652,2025-06-15,1012,High,Billing,Email,141,Resolved,True,False,False,4,513.09,328.06
653,2024-08-07,1002,Medium,Technical Issue,Web Portal,53,Resolved,True,False,True,5,384.8,241.28
654,2025-03-10,1014,Critical,Feature Request,Email,185,Resolved,True,False,False,4,220.15,117.93
655,2025-03-14,1008,High,Technical Issue,Chat,204,Open,True,False,False,3,184.14,108.13
656,2025-05-09,1015,Medium,General Inquiry,Chat,56,Closed,True,False,True,5,87.8,43.68
657,2024-10-12,1004,Medium,Technical Issue,Email,140,In Progress,True,True,False,3,227.71,90.58
658,2024-09-21,1022,Low,Technical Issue,Phone,40,Open,False,True,True,3,349.46,188.98
659,2024-11-01,1019,High,Billing,Email,244,Pending Customer,True,False,False,4,164.97,103.72
660,2024-07-04,1021,High,General Inquiry,Phone,132,Resolved,True,False,True,4,38.83,22.46
661,2025-05-01,1023,Low,Billing,Email,71,Closed,True,False,False,3,402.16,243.1
662,2025-06-20,1015,Medium,Billing,Social Media,52,Pending Customer,False,False,True,4,436.9,217.42
663,2024-11-16,1009,Medium,Account Access,Web Portal,74,In Progress,True,False,True,4,70.33,47.55
664,2025-02-03,1013,Medium,Technical Issue,Email,91,Resolved,True,True,False,3,238.31,92.73
665,2025-05-20,1017,High,Bug Report,Web Portal,66,Closed,True,False,True,4,131.95,75.76
666,2024-12-12,1002,Medium,Bug Report,Web Portal,53,Closed,True,False,False,5,265.25,146.22
667,2025-04-21,1017,High,Account Access,Phone,97,Resolved,True,False,True,5,153.07,97.47
668,2024-10-13,1010,High,Account Access,Email,101,Closed,True,False,True,5,93.75,56.91
669,2025-01-08,1007,Low,Billing,Email,65,Closed,False,False,False,3,371.12,221.6
670,2025-05-11,1018,Low,Billing,Email,58,Closed,True,False,False,4,489.96,268.96
671,2024-12-04,1013,Low,Billing,Email,68,Open,True,False,False,4,513.01,231.09
672,2024-10-28,1019,Low,Technical Issue,Phone,84,Resolved,True,False,False,3,235.71,106.89
673,2025-02-18,1016,High,Account Access,Chat,192,Resolved,False,False,True,3,163.88,107.6
674,2024-12-17,1019,Low,Bug Report,Web Portal,88,Open,True,False,False,4,203.35,134.18
675,2024-11-01,1008,Low,Billing,Email,71,Resolved,False,True,False,3,355.53,170.37
676,2025-06-02,1018,High,Technical Issue,Web Portal,130,Resolved,True,False,True,4,153.96,71.75
677,2025-01-23,1011,Low,Billing,Web Portal,45,Closed,True,False,False,4,597.07,336.05
678,2024-08-04,1006,Critical,Bug Report,Chat,145,Closed,True,False,False,4,208.54,138.56
679,2024-08-20,1002,High,Account Access,Web Portal,96,Resolved,True,False,True,5,69.44,40.13
680,2024-12-28,1021,High,Technical Issue,Email,161,Resolved,True,False,True,5,237.08,140.24
681,2024-07-22,1012,Medium,General Inquiry,Email,54,Resolved,True,False,True,4,53.63,29.86
682,2024-07-26,1023,Medium,Feature Request,Phone,105,Open,True,False,False,3,543.05,267.08
683,2024-12-07,1010,Medium,Technical Issue,Web Portal,91,Open,True,False,False,4,171.04,79.13
684,2025-04-28,1011,Medium,Billing,Phone,118,In Progress,True,False,False,4,169.85,113.03
685,2024-10-09,1003,Medium,Billing,Phone,88,Resolved,True,False,True,5,431.48,277.31
686,2024-12-04,1010,Low,Technical Issue,Email,54,Resolved,True,False,True,5,101.54,57.09
687,2025-03-19,1017,Low,Feature Request,Chat,23,Resolved,True,False,True,5,205.21,136.59
688,2024-08-19,1002,Medium,Technical Issue,Social Media,80,In Progress,True,False,False,4,181.73,111.45
689,2024-10-31,1023,Medium,Account Access,Chat,119,Resolved,True,False,True,4,122.88,60.08
690,2024-09-12,1014,Medium,Account Access,Email,71,Pending Customer,False,False,False,4,60.89,42.5
691,2024-12-06,1001,Medium,Bug Report,Chat,80,Closed,True,False,False,4,128.17,71.89
692,2025-05-28,1003,Low,Technical Issue,Chat,48,Closed,True,False,True,5,366.08,177.18
693,2025-03-30,1020,Medium,Account Access,Phone,65,Resolved,True,False,True,5,148.55,94.01
694,2024-08-30,1011,Critical,General Inquiry,Email,164,Resolved,True,False,True,4,22.08,13.94
695,2024-12-30,1009,Medium,Billing,Web Portal,59,Open,True,False,True,4,587.7,406.66
696,2024-08-10,1014,High,Bug Report,Chat,114,Closed,True,False,False,4,223.57,109.76
697,2025-04-11,1006,Medium,General Inquiry,Email,57,Closed,True,False,True,5,43.35,28.25
698,2025-01-22,1008,High,Technical Issue,Web Portal,252,Closed,True,False,False,4,87.13,54.63
699,2024-08-25,1019,High,Bug Report,Web Portal,204,In Progress,True,True,False,3,138.35,67.24
700,2025-02-16,1018,Critical,Technical Issue,Social Media,150,Closed,True,True,False,3,94.38,37.43
701,2024-09-03,1014,Low,Billing,Chat,71,Resolved,False,False,True,4,244.1,156.12
702,2024-10-14,1003,Low,Bug Report,Chat,42,Resolved,True,False,True,5,259.62,154.57
703,2025-01-05,1021,Low,Account Access,Phone,55,Open,True,False,True,4,110.07,67.29
704,2024-07-16,1015,High,Bug Report,Web Portal,72,Open,True,False,True,5,211.95,101.9
705,2025-03-12,1016,Medium,Account Access,Email,127,Resolved,True,False,True,4,100.03,66.94
706,2025-05-24,1016,Medium,Technical Issue,Email,141,Resolved,True,False,True,4,192.57,95.63
707,2024-09-01,1012,Medium,Account Access,Social Media,90,Resolved,False,False,False,3,164.71,113.99
708,2025-02-05,1011,Low,Billing,Chat,64,Resolved,False,False,True,4,157.94,97.53
709,2025-04-17,1020,Medium,Bug Report,Social Media,85,Closed,True,False,True,5,238.13,165.26
710,2025-01-11,1005,Medium,Technical Issue,Web Portal,74,Resolved,True,False,True,5,272.5,138.22
711,2025-06-12,1014,Medium,Feature Request,Phone,87,Open,True,False,True,5,438.95,203.19
712,2024-08-21,1017,Low,Technical Issue,Email,30,Closed,True,False,True,5,293.97,133.14
713,2024-09-30,1007,Medium,Bug Report,Email,90,Open,True,False,True,4,170.42,104.13
714,2025-01-18,1005,Medium,Technical Issue,Email,63,Open,True,False,False,4,187.74,130.85
715,2024-08-10,1020,Medium,Account Access,Chat,80,Closed,True,False,True,5,94.34,49.28
716,2025-04-03,1013,High,Billing,Phone,149,Open,True,False,False,4,199.39,132.82
717,2025-02-11,1014,Medium,General Inquiry,Email,99,Closed,True,True,False,4,27.71,11.18
718,2024-11-18,1015,Low,Billing,Email,36,Open,True,False,True,4,423.08,204.61
719,2024-11-07,1015,Medium,Billing,Web Portal,48,Closed,True,True,False,4,570.64,285.88
720,2025-04-29,1018,Low,Billing,Phone,51,Open,False,False,True,4,241.65,110.28
721,2025-04-20,1014,Low,Technical Issue,Chat,70,Closed,True,False,False,4,227.3,116.74
722,2024-12-09,1009,High,Technical Issue,Email,139,Open,False,False,False,4,196.29,108.01
723,2024-10-28,1020,Low,Billing,Email,30,Closed,True,True,True,4,592.3,220.42
724,2024-12-06,1003,Low,Technical Issue,Chat,38,Resolved,True,False,False,4,350.56,174.81
725,2025-02-08,1011,Medium,Account Access,Web Portal,74,In Progress,True,True,False,3,121.22,57.93
726,2025-03-30,1002,High,Feature Request,Web Portal,137,Pending Customer,True,True,False,4,814.36,294.13
727,2025-04-20,1004,Medium,Billing,Phone,134,Resolved,True,False,True,4,487.97,234.12
728,2024-07-25,1013,Low,Feature Request,Email,52,Resolved,True,False,True,4,330.88,165.0
729,2024-07-11,1022,Medium,General Inquiry,Email,56,Resolved,True,True,True,4,52.93,27.19
730,2025-03-22,1006,High,Billing,Phone,114,Closed,True,False,False,5,415.18,272.14
731,2024-12-06,1003,High,Billing,Email,98,Closed,True,False,True,5,427.91,265.75
732,2024-08-04,1012,Medium,Technical Issue,Email,73,Closed,True,False,True,5,311.32,188.51
733,2025-03-23,1006,High,Billing,Phone,98,Closed,False,False,True,4,313.57,218.5
734,2025-02-16,1010,Medium,Technical Issue,Web Portal,88,In Progress,False,False,False,3,342.38,232.31
735,2024-12-05,1015,Medium,Account Access,Phone,70,Resolved,True,False,True,4,122.54,64.36
736,2025-01-07,1002,High,Feature Request,Social Media,117,Resolved,True,False,True,5,819.39,450.56
737,2024-08-28,1019,Critical,Technical Issue,Phone,283,Resolved,True,False,False,4,138.44,75.46
738,2024-11-26,1012,Medium,Billing,Phone,84,In Progress,True,False,True,4,217.26,104.78
739,2025-06-16,1021,High,Technical Issue,Email,110,Resolved,True,False,True,5,211.81,130.47
740,2024-08-22,1020,Low,Billing,Phone,52,Pending Customer,True,False,False,4,366.61,189.15
741,2025-02-27,1011,Medium,Bug Report,Email,103,Closed,True,False,True,5,138.53,94.26
742,2025-03-18,1004,Medium,Billing,Email,142,Closed,True,False,False,4,335.63,215.45
743,2024-10-14,1004,Low,Account Access,Phone,53,Open,True,True,False,3,117.97,65.67
744,2024-08-21,1002,High,Billing,Email,95,Resolved,True,False,True,4,188.6,127.44
745,2024-10-16,1013,High,Account Access,Chat,210,Closed,True,False,False,3,58.76,33.83
746,2025-03-28,1012,High,Billing,Social Media,124,Resolved,True,False,False,5,496.16,261.5
747,2025-03-26,1017,High,Bug Report,Email,77,Closed,True,True,True,4,62.0,31.02
748,2025-05-02,1005,Medium,Technical Issue,Phone,102,Resolved,True,True,True,4,364.1,149.07
749,2024-07-19,1015,High,General Inquiry,Email,79,Resolved,True,True,False,4,84.59,42.0
750,2024-09-15,1021,Medium,General Inquiry,Chat,68,Closed,True,False,False,5,44.87,21.84
751,2025-05-06,1016,Medium,Billing,Email,131,Open,True,False,False,4,499.68,252.44
752,2024-11-11,1007,Critical,Technical Issue,Email,221,Closed,True,False,False,4,80.7,39.2
753,2024-10-23,1006,Low,Feature Request,Email,36,Closed,True,False,True,5,648.47,312.4
754,2024-09-25,1010,Low,Account Access,Phone,56,Resolved,True,False,True,4,82.92,43.87
755,2025-02-28,1001,Low,Technical Issue,Web Portal,65,Closed,True,False,True,4,231.24,114.62
756,2024-09-30,1023,Critical,Technical Issue,Phone,363,Closed,False,False,False,3,249.37,117.76
757,2025-04-08,1011,High,General Inquiry,Phone,175,Resolved,True,True,False,3,64.02,27.31
758,2024-11-27,1005,Low,Billing,Chat,62,Closed,True,False,True,5,337.63,197.59
759,2024-09-21,1013,Medium,General Inquiry,Phone,103,Resolved,True,True,False,3,46.09,26.85
760,2025-06-02,1011,Low,General Inquiry,Email,69,Closed,True,False,True,4,25.99,15.22
761,2024-10-05,1019,Low,Technical Issue,Email,58,Resolved,True,False,False,4,283.33,141.15
762,2025-02-14,1019,Medium,Technical Issue,Phone,128,Resolved,True,True,True,4,320.04,162.65
763,2025-01-03,1014,Medium,Account Access,Web Portal,79,Closed,False,False,True,4,99.9,46.25
764,2024-09-18,1004,Medium,General Inquiry,Phone,119,In Progress,True,False,False,3,61.73,27.99
765,2025-02-04,1002,Medium,Billing,Email,80,Resolved,True,False,True,4,591.08,270.53
766,2025-06-28,1002,High,Bug Report,Phone,119,Closed,True,False,True,5,192.0,116.66
767,2025-05-22,1008,High,Feature Request,Phone,265,Open,True,False,False,4,756.66,350.39
768,2024-09-26,1005,High,Billing,Phone,134,Resolved,True,False,False,5,543.13,255.7
769,2025-03-03,1019,Low,General Inquiry,Chat,65,Open,True,False,True,4,38.88,20.23
770,2024-12-21,1010,Critical,Technical Issue,Chat,212,Closed,True,False,True,4,288.56,149.09
771,2024-12-28,1015,Low,General Inquiry,Phone,37,Resolved,True,False,False,4,52.55,33.9
772,2025-01-30,1009,Critical,Billing,Chat,151,Closed,True,True,True,4,322.15,129.38
773,2024-07-31,1019,Medium,Account Access,Email,92,Open,False,False,True,3,43.5,25.69
774,2025-06-20,1004,Critical,Billing,Chat,310,Pending Customer,False,True,False,3,541.85,293.89
775,2024-12-25,1007,Medium,Bug Report,Chat,151,Pending Customer,True,False,False,4,235.93,157.11
776,2025-04-16,1005,Medium,Technical Issue,Email,96,Resolved,True,False,True,4,395.37,218.07
777,2025-01-17,1012,Medium,Account Access,Email,55,Closed,False,False,True,5,85.53,58.7
778,2025-05-06,1014,High,Feature Request,Email,153,Open,False,False,False,3,653.11,404.11
779,2024-12-22,1015,Low,Feature Request,Chat,40,Open,True,False,False,4,277.45,134.31
780,2024-09-19,1012,Medium,Bug Report,Phone,79,Resolved,True,True,True,4,189.31,101.12
781,2025-04-28,1003,Critical,Account Access,Email,218,Closed,True,True,False,4,74.1,29.87
782,2024-07-14,1014,Medium,Account Access,Email,109,Pending Customer,True,False,False,4,65.04,35.96
783,2025-04-16,1002,Low,Technical Issue,Phone,46,Resolved,True,False,True,5,216.12,147.78
784,2025-05-05,1018,High,Technical Issue,Chat,117,Pending Customer,True,False,False,4,243.79,156.83
785,2025-01-19,1004,Low,Billing,Phone,51,In Progress,True,False,True,4,524.91,241.27
786,2025-02-10,1005,High,Account Access,Email,151,Resolved,True,False,False,4,88.66,41.67
787,2025-01-26,1005,High,Technical Issue,Phone,109,Resolved,True,False,False,5,115.05,57.88
788,2024-08-29,1021,Low,Bug Report,Email,54,Closed,False,False,True,4,152.35,76.63
789,2025-03-27,1009,High,Bug Report,Email,141,Resolved,True,False,True,5,103.78,52.54
790,2024-09-30,1006,Medium,Billing,Email,89,Pending Customer,True,False,False,4,263.5,162.42
791,2024-08-04,1014,Low,General Inquiry,Chat,40,Closed,True,False,True,5,62.53,36.93
792,2025-06-20,1016,Medium,Bug Report,Phone,118,Closed,True,False,True,4,86.18,43.74
793,2024-10-27,1001,Low,Technical Issue,Chat,69,In Progress,True,False,False,4,333.65,173.69
794,2024-08-28,1001,High,General Inquiry,Chat,129,Resolved,True,True,False,4,34.97,15.38
795,2025-02-26,1023,High,Bug Report,Email,137,Closed,True,False,True,4,147.68,67.45
796,2024-07-23,1014,Low,General Inquiry,Phone,60,Open,True,False,False,4,25.25,12.46
797,2025-05-27,1001,High,Feature Request,Web Portal,123,In Progress,True,False,False,4,605.64,414.84
798,2024-09-10,1010,Low,Billing,Email,44,Open,True,True,False,4,354.08,162.71
799,2024-07-25,1020,Low,Billing,Chat,42,Pending Customer,False,False,True,4,279.78,190.48
800,2025-05-30,1008,Medium,Technical Issue,Web Portal,90,Closed,True,True,True,3,124.32,60.73
801,2024-09-03,1023,Low,Account Access,Phone,55,Closed,True,False,True,4,126.7,70.06
802,2024-10-06,1005,Critical,Billing,Phone,182,Resolved,False,True,False,3,531.42,301.63
803,2024-10-20,1002,Medium,Bug Report,Email,66,Closed,True,False,False,5,250.28,113.72
804,2024-07-19,1011,Low,Account Access,Email,61,Resolved,True,False,True,4,134.32,86.85
805,2024-09-16,1020,High,Feature Request,Phone,148,Closed,True,False,False,5,751.11,468.83
806,2024-08-08,1002,Critical,Bug Report,Email,218,Pending Customer,True,True,False,4,172.72,100.49
807,2024-12-06,1001,Medium,Account Access,Phone,88,Resolved,True,False,True,5,102.7,54.15
808,2025-02-26,1014,Medium,Account Access,Email,125,Closed,True,False,False,4,76.06,49.51
