TicketID,TicketNumber,EmployeeID,CustomerID,CreatedDate,Priority,Category,Channel,ResolutionMinutes,Status,SLA,Escalated,CSAT,FirstContactResolution
287,TKT-000287,118,2801,11/17/2026,Medium,Bug Report,Social Media,214,Closed,true,false,4,false
288,TKT-000288,179,838,12/8/2025,Medium,Technical Issue,Phone,144,Pending Customer,true,false,4,true
289,TKT-000289,37,716,5/6/2026,Critical,Technical Issue,Web Portal,291,In Progress,false,false,3,false
290,TKT-000290,37,3125,2/2/2026,High,Billing,Web Portal,171,Resolved,true,false,4,true
291,TKT-000291,41,4138,4/12/2026,High,Feature Request,Email,128,Resolved,true,false,4,false
292,TKT-000292,45,3613,1/1/2026,Medium,Account Access,Web Portal,161,Closed,true,false,5,true
293,TKT-000293,35,3040,4/4/2025,Low,Technical Issue,Phone,51,Closed,true,false,4,true
294,TKT-000294,108,4016,1/6/2025,Low,Billing,Email,117,Closed,true,true,4,true
295,TKT-000295,39,4032,5/14/2024,Medium,Account Access,Email,223,Resolved,true,false,4,true
296,TKT-000296,129,124,8/31/2025,Medium,Technical Issue,Chat,147,Resolved,true,false,5,true
297,TKT-000297,128,4564,7/5/2026,High,General Inquiry,Phone,320,Closed,false,true,2,false
298,TKT-000298,164,2465,4/25/2026,Critical,Billing,Email,504,In Progress,false,false,3,false
299,TKT-000299,162,4552,8/5/2024,High,General Inquiry,Phone,194,Open,true,false,4,false
300,TKT-000300,120,590,1/16/2026,Low,Technical Issue,Email,139,Resolved,true,false,5,true
301,TKT-000301,156,246,4/9/2026,Medium,Billing,Email,165,Closed,true,false,4,true
302,TKT-000302,131,4880,7/16/2025,High,Feature Request,Phone,249,Resolved,true,false,4,false
303,TKT-000303,112,412,12/24/2024,High,Technical Issue,Chat,263,Closed,true,false,4,true
304,TKT-000304,101,1100,12/6/2024,Medium,Billing,Email,204,Open,true,false,5,true
305,TKT-000305,121,1717,7/8/2026,Medium,Account Access,Chat,143,Resolved,false,false,3,false
306,TKT-000306,3,2853,2/20/2026,Critical,Technical Issue,Web Portal,251,Pending Customer,false,true,2,false
307,TKT-000307,14,504,11/13/2026,Medium,Technical Issue,Chat,98,Resolved,true,false,4,true
308,TKT-000308,90,672,6/11/2026,Critical,Feature Request,Phone,253,Open,false,true,3,false
309,TKT-000309,39,4187,4/9/2026,Critical,Billing,Email,286,Closed,false,false,4,true
310,TKT-000310,109,1426,10/30/2025,Low,Technical Issue,Email,43,Resolved,true,false,4,false
311,TKT-000311,158,791,2/25/2026,High,General Inquiry,Email,221,Closed,true,true,4,true
312,TKT-000312,118,2480,10/18/2026,Critical,Billing,Web Portal,239,Closed,true,true,3,false
313,TKT-000313,143,2632,7/21/2026,High,Billing,Chat,372,Closed,false,false,3,false
314,TKT-000314,44,1022,7/20/2025,Low,Feature Request,Email,83,Resolved,true,false,3,false
315,TKT-000315,62,2476,12/11/2026,High,Billing,Email,284,Closed,true,false,4,false
316,TKT-000316,67,1597,11/6/2024,Medium,Feature Request,Email,140,Closed,true,false,4,false
317,TKT-000317,109,3784,2/19/2026,Critical,General Inquiry,Phone,364,Closed,false,true,2,false
318,TKT-000318,83,3312,4/9/2024,Medium,General Inquiry,Email,129,Closed,true,true,3,false
319,TKT-000319,53,4966,12/7/2025,Medium,General Inquiry,Chat,81,Resolved,false,false,3,false
320,TKT-000320,40,625,9/20/2026,Low,Feature Request,Phone,113,Open,true,false,5,true
321,TKT-000321,186,3220,3/26/2026,High,Technical Issue,Phone,265,Resolved,true,false,4,false
322,TKT-000322,142,601,9/2/2026,Medium,Feature Request,Social Media,119,Resolved,true,false,5,true
323,TKT-000323,196,1050,4/26/2025,Medium,Technical Issue,Phone,174,Resolved,true,false,4,true
324,TKT-000324,11,3975,3/16/2025,Low,Account Access,Email,69,Resolved,true,false,5,true
325,TKT-000325,93,2064,10/12/2024,High,Billing,Phone,140,Closed,true,false,4,false
326,TKT-000326,31,90,7/5/2026,Medium,Bug Report,Email,147,In Progress,true,true,4,true
327,TKT-000327,187,2717,9/22/2025,Critical,Account Access,Chat,491,Closed,false,true,2,false
328,TKT-000328,125,1753,10/6/2026,Medium,Feature Request,Phone,141,Open,true,false,4,false
329,TKT-000329,149,4807,1/17/2025,High,Account Access,Chat,162,Resolved,true,false,4,false
330,TKT-000330,166,2121,12/22/2024,Medium,Technical Issue,Email,70,Open,true,false,4,true
331,TKT-000331,177,2797,1/27/2026,Critical,General Inquiry,Email,515,Closed,true,false,4,true
332,TKT-000332,94,4651,9/3/2024,High,Bug Report,Email,252,Resolved,true,true,3,true
333,TKT-000333,40,865,8/25/2026,High,Bug Report,Chat,147,Closed,true,false,4,false
334,TKT-000334,150,4202,6/12/2026,Medium,Account Access,Social Media,152,Closed,true,false,4,true
335,TKT-000335,191,762,7/15/2025,High,Technical Issue,Email,318,Resolved,false,false,3,false
336,TKT-000336,114,2914,12/28/2024,Medium,Account Access,Phone,242,Resolved,true,true,3,false
337,TKT-000337,195,2002,9/6/2024,High,Billing,Email,197,Resolved,true,false,5,true
338,TKT-000338,42,3913,12/10/2026,High,Bug Report,Web Portal,165,Closed,true,true,3,false
339,TKT-000339,165,4454,9/10/2025,Critical,Bug Report,Email,471,Resolved,false,false,3,true
340,TKT-000340,20,1526,6/19/2025,High,Account Access,Social Media,194,Pending Customer,true,true,3,false
341,TKT-000341,25,2830,9/18/2024,Medium,Feature Request,Chat,162,Resolved,true,false,3,false
342,TKT-000342,112,4355,7/19/2025,Low,Account Access,Email,28,Closed,false,true,3,false
343,TKT-000343,72,2450,9/7/2025,Medium,Feature Request,Phone,65,Closed,true,false,5,true
344,TKT-000344,36,4697,5/5/2024,Low,Technical Issue,Chat,144,Open,true,false,4,false
345,TKT-000345,15,1254,6/14/2026,High,General Inquiry,Phone,360,Resolved,false,true,2,false
346,TKT-000346,185,424,12/30/2026,Critical,Technical Issue,Phone,510,Resolved,false,false,3,false
347,TKT-000347,39,4731,7/19/2025,High,Feature Request,Chat,351,Closed,false,false,3,false
348,TKT-000348,134,4600,3/10/2026,Critical,Billing,Phone,211,Closed,true,false,4,false
349,TKT-000349,96,2001,12/2/2026,High,Technical Issue,Email,127,In Progress,true,false,4,true
350,TKT-000350,77,4451,10/16/2024,Low,General Inquiry,Phone,83,Resolved,true,false,5,true
351,TKT-000351,99,1980,1/20/2026,Medium,Bug Report,Chat,251,Pending Customer,true,false,4,true
352,TKT-000352,70,271,12/4/2024,Critical,Bug Report,Phone,260,Closed,false,false,2,false
353,TKT-000353,106,78,1/5/2024,Critical,Bug Report,Phone,252,Resolved,false,false,3,false
354,TKT-000354,6,4206,1/5/2024,Medium,Account Access,Email,249,Closed,true,false,4,false
355,TKT-000355,178,2818,1/3/2026,High,Account Access,Email,163,In Progress,true,false,5,true
356,TKT-000356,155,4763,8/28/2026,High,Billing,Phone,239,In Progress,true,true,3,false
357,TKT-000357,23,464,3/26/2025,Critical,Technical Issue,Phone,310,Closed,false,true,2,false
358,TKT-000358,124,691,4/21/2024,High,Feature Request,Email,394,Resolved,false,false,4,true
359,TKT-000359,8,1292,9/8/2024,Critical,Account Access,Phone,312,Closed,false,true,2,false
360,TKT-000360,107,4257,2/9/2025,Low,Billing,Phone,68,Resolved,true,false,4,false
361,TKT-000361,20,212,6/27/2025,Critical,Feature Request,Web Portal,475,Resolved,false,true,2,false
362,TKT-000362,178,4583,10/24/2026,Medium,Technical Issue,Email,56,Resolved,true,false,4,false
363,TKT-000363,10,4832,2/18/2026,High,Technical Issue,Web Portal,357,Closed,false,true,2,false
364,TKT-000364,20,2507,7/6/2025,Medium,Billing,Web Portal,177,Resolved,true,true,4,true
365,TKT-000365,127,825,9/21/2024,Low,Technical Issue,Chat,144,Resolved,true,false,4,false
366,TKT-000366,177,2678,8/8/2024,Medium,Billing,Chat,69,Resolved,true,false,4,false
367,TKT-000367,54,3592,10/20/2026,Medium,Technical Issue,Email,110,Closed,true,false,4,false
368,TKT-000368,35,4207,11/28/2026,Critical,Feature Request,Email,194,Resolved,false,true,2,false
369,TKT-000369,97,542,4/17/2025,Critical,Technical Issue,Phone,212,Resolved,true,false,4,false
370,TKT-000370,79,291,6/13/2026,High,Feature Request,Web Portal,166,Resolved,true,false,4,false
371,TKT-000371,138,1198,1/17/2025,Medium,Technical Issue,Phone,216,Closed,true,false,4,false
372,TKT-000372,144,4973,4/25/2025,High,Billing,Email,240,Closed,true,true,3,true
373,TKT-000373,2,3368,5/14/2024,High,Feature Request,Web Portal,300,Closed,false,false,4,true
374,TKT-000374,30,1740,12/12/2025,Medium,Billing,Email,111,Resolved,true,false,4,false
375,TKT-000375,128,2275,1/17/2025,Low,Bug Report,Chat,34,Closed,false,false,3,true
376,TKT-000376,10,2664,10/12/2026,High,Billing,Web Portal,272,Closed,true,false,4,false
377,TKT-000377,140,2346,8/9/2024,High,Technical Issue,Phone,310,Closed,false,true,2,false
378,TKT-000378,62,4066,11/1/2026,Medium,Bug Report,Web Portal,106,Open,true,false,4,false
379,TKT-000379,183,543,11/13/2025,High,Feature Request,Phone,219,Closed,true,true,3,false
380,TKT-000380,7,2327,9/30/2026,Medium,Billing,Web Portal,203,Closed,true,false,4,true
381,TKT-000381,122,1442,8/10/2025,High,Technical Issue,Chat,169,Pending Customer,true,false,4,true
382,TKT-000382,93,3940,9/11/2024,Medium,Technical Issue,Chat,131,In Progress,true,false,4,true
383,TKT-000383,121,280,4/12/2025,High,Feature Request,Email,289,Resolved,true,true,3,false
384,TKT-000384,57,3205,6/30/2024,Low,Bug Report,Email,57,Closed,true,false,4,true
385,TKT-000385,70,506,4/27/2024,High,Billing,Social Media,133,Open,true,false,4,true
386,TKT-000386,22,4064,12/20/2024,Medium,Bug Report,Email,170,Resolved,false,false,3,true
387,TKT-000387,56,1147,7/2/2024,Low,Account Access,Web Portal,34,Pending Customer,true,false,4,false
388,TKT-000388,136,1372,11/25/2026,Low,Bug Report,Phone,93,Closed,false,false,3,false
389,TKT-000389,135,219,7/23/2026,Low,Account Access,Phone,86,In Progress,true,false,4,true
390,TKT-000390,177,4208,3/22/2025,Low,Billing,Social Media,61,Closed,false,false,4,true
391,TKT-000391,134,920,3/9/2026,Low,Account Access,Phone,24,Open,true,false,4,true
392,TKT-000392,8,4233,11/25/2026,Medium,Billing,Chat,247,Resolved,true,false,4,true
393,TKT-000393,132,3499,2/2/2026,Critical,Billing,Email,389,Resolved,false,true,2,false
394,TKT-000394,142,162,7/2/2025,Critical,General Inquiry,Web Portal,297,Closed,false,true,2,false
395,TKT-000395,88,2909,8/2/2026,Critical,Feature Request,Email,491,Open,false,false,3,true
396,TKT-000396,158,3734,10/26/2025,High,Billing,Email,218,Pending Customer,true,true,4,true
397,TKT-000397,43,1568,8/6/2026,Medium,Bug Report,Email,149,Resolved,true,false,4,true
398,TKT-000398,57,2342,4/29/2024,High,Billing,Email,264,Closed,true,false,3,false
399,TKT-000399,153,3444,10/22/2026,High,Technical Issue,Phone,364,Closed,false,false,4,true
400,TKT-000400,61,1071,12/13/2025,Medium,Technical Issue,Social Media,138,Resolved,false,false,4,true
401,TKT-000401,130,3792,5/1/2025,High,Account Access,Email,302,Closed,false,false,3,false
402,TKT-000402,62,1456,6/2/2025,High,Technical Issue,Phone,245,Resolved,true,false,5,true
403,TKT-000403,162,1265,11/25/2025,Low,Feature Request,Chat,117,Closed,true,false,4,true
404,TKT-000404,182,4923,2/6/2024,High,Billing,Web Portal,373,In Progress,false,true,2,false
405,TKT-000405,29,4959,3/18/2024,Low,Bug Report,Email,82,Resolved,true,false,4,true
406,TKT-000406,153,476,12/13/2025,Medium,Technical Issue,Email,109,Open,true,false,5,true
407,TKT-000407,126,546,7/19/2026,Medium,Account Access,Phone,234,Closed,true,true,3,false
408,TKT-000408,198,824,8/19/2025,Critical,Technical Issue,Phone,447,Closed,false,true,2,false
409,TKT-000409,26,4557,11/11/2025,Medium,Technical Issue,Web Portal,90,Resolved,false,true,2,false
410,TKT-000410,51,4204,11/11/2024,Critical,Billing,Email,323,Resolved,true,true,3,false
411,TKT-000411,83,2330,6/2/2025,Low,Technical Issue,Email,78,Open,true,false,5,true
412,TKT-000412,195,2295,2/29/2024,Critical,Technical Issue,Chat,264,Closed,false,true,2,false
413,TKT-000413,198,4582,11/29/2026,Low,Technical Issue,Web Portal,29,Closed,true,false,4,true
414,TKT-000414,63,3010,8/25/2024,Critical,Bug Report,Web Portal,303,Open,false,false,3,false
415,TKT-000415,8,1213,10/5/2024,Low,Account Access,Social Media,102,Resolved,true,false,5,true
416,TKT-000416,154,2669,9/15/2025,Medium,Billing,Email,219,In Progress,true,false,5,true
417,TKT-000417,46,47,8/12/2024,High,Feature Request,Phone,306,Resolved,true,true,3,false
418,TKT-000418,48,450,5/25/2024,High,Billing,Email,130,Resolved,true,false,5,true
419,TKT-000419,152,1824,9/8/2024,Critical,Feature Request,Chat,412,Resolved,false,false,3,false
420,TKT-000420,31,1450,2/13/2024,High,Account Access,Chat,137,Resolved,true,false,4,false
421,TKT-000421,191,2184,8/19/2025,High,Account Access,Phone,397,Resolved,false,true,2,true
422,TKT-000422,93,3913,9/26/2026,Critical,Bug Report,Email,186,Closed,true,false,4,false
423,TKT-000423,7,1792,12/4/2025,Medium,Feature Request,Web Portal,210,Pending Customer,true,true,4,false
424,TKT-000424,39,3801,8/30/2026,Low,Bug Report,Phone,88,Closed,false,false,3,false
425,TKT-000425,130,101,12/29/2025,Critical,Bug Report,Web Portal,441,Closed,false,true,2,false
426,TKT-000426,33,2807,4/20/2024,Medium,Account Access,Phone,107,Closed,true,false,4,true
427,TKT-000427,174,4719,10/17/2026,Medium,Billing,Phone,222,In Progress,true,false,5,true
428,TKT-000428,61,4094,3/24/2025,High,Feature Request,Phone,355,Closed,false,true,3,false
429,TKT-000429,109,1905,1/6/2024,Low,Account Access,Phone,27,Open,true,false,4,true
430,TKT-000430,127,3246,2/19/2024,High,Technical Issue,Phone,322,Closed,true,false,4,false
431,TKT-000431,189,302,8/25/2026,High,Technical Issue,Web Portal,286,Resolved,true,false,4,false
432,TKT-000432,158,936,10/22/2026,High,General Inquiry,Email,131,Resolved,true,true,3,false
433,TKT-000433,129,637,6/6/2026,Low,Billing,Chat,35,Resolved,true,false,5,true
434,TKT-000434,28,245,6/22/2024,High,General Inquiry,Email,386,Resolved,false,false,3,false
435,TKT-000435,22,2959,10/15/2024,High,Billing,Chat,292,Closed,true,true,3,false
436,TKT-000436,71,1555,8/16/2024,Low,Feature Request,Chat,90,Resolved,true,false,5,true
437,TKT-000437,13,4789,5/8/2025,Medium,Feature Request,Phone,239,Closed,true,false,4,false
438,TKT-000438,168,2697,5/16/2026,High,Billing,Web Portal,185,Closed,true,true,3,false
439,TKT-000439,88,2730,12/5/2025,Medium,Billing,Email,75,Resolved,true,false,4,true
440,TKT-000440,60,4040,4/23/2024,Medium,Billing,Email,245,Closed,true,false,5,true
441,TKT-000441,148,3473,5/15/2024,High,Billing,Email,354,Resolved,false,true,2,false
442,TKT-000442,105,4982,3/7/2026,Medium,Technical Issue,Chat,197,Open,true,false,4,false
443,TKT-000443,134,4269,8/27/2026,Medium,Bug Report,Chat,172,Resolved,true,false,5,true
444,TKT-000444,161,4379,2/26/2026,Medium,Billing,Email,156,Resolved,true,false,5,true
445,TKT-000445,64,2840,7/11/2025,Low,Technical Issue,Chat,102,In Progress,true,false,4,true
446,TKT-000446,71,481,11/18/2025,Critical,General Inquiry,Social Media,398,Resolved,false,false,3,true
447,TKT-000447,117,2947,12/26/2026,High,General Inquiry,Email,374,Resolved,false,false,4,true
448,TKT-000448,180,4918,9/2/2024,High,Technical Issue,Email,343,Closed,false,false,3,false
449,TKT-000449,7,1340,6/7/2025,Medium,Account Access,Phone,136,Resolved,false,false,3,true
450,TKT-000450,133,1612,8/16/2025,High,Billing,Social Media,154,In Progress,true,true,3,false
451,TKT-000451,81,17,12/19/2026,Medium,Feature Request,Web Portal,188,Resolved,true,false,4,true
452,TKT-000452,51,1550,10/15/2025,Low,Technical Issue,Email,122,Closed,true,false,4,false
453,TKT-000453,101,2937,11/26/2026,Medium,Billing,Phone,180,Closed,true,true,4,true
454,TKT-000454,68,3464,7/23/2026,High,Billing,Chat,158,Open,true,false,5,true
455,TKT-000455,75,4961,2/20/2024,Medium,Account Access,Social Media,221,Resolved,true,false,5,true
456,TKT-000456,187,553,2/4/2026,Critical,Billing,Phone,503,Open,false,true,2,false
457,TKT-000457,28,4939,11/9/2025,Critical,Account Access,Phone,276,Closed,false,true,2,false
458,TKT-000458,177,3116,1/19/2025,Medium,General Inquiry,Email,190,Resolved,true,false,4,true
459,TKT-000459,101,2929,11/7/2025,High,Bug Report,Chat,121,Closed,true,false,4,true
460,TKT-000460,127,4910,7/28/2024,Critical,Account Access,Web Portal,230,Resolved,true,false,4,true
461,TKT-000461,50,4980,11/8/2025,High,General Inquiry,Email,256,Open,true,false,3,false
462,TKT-000462,152,2392,11/18/2026,Critical,General Inquiry,Web Portal,281,Closed,false,true,3,false
463,TKT-000463,48,1277,3/7/2026,Critical,Billing,Web Portal,234,Closed,false,true,2,false
464,TKT-000464,13,3881,4/24/2026,High,Feature Request,Chat,359,Resolved,false,false,3,true
465,TKT-000465,2,475,12/3/2024,Medium,Bug Report,Email,242,Resolved,true,false,4,true
466,TKT-000466,61,3922,6/14/2026,High,Feature Request,Social Media,136,Closed,true,true,3,false
467,TKT-000467,183,1411,5/29/2026,Critical,Billing,Social Media,358,Closed,false,false,3,true
468,TKT-000468,147,4122,12/21/2026,Medium,Billing,Email,146,Closed,true,false,5,true
469,TKT-000469,43,2140,6/9/2024,Critical,Technical Issue,Chat,307,Resolved,false,true,2,false
470,TKT-000470,45,332,8/16/2024,High,Billing,Chat,123,Open,true,false,5,true
471,TKT-000471,135,947,4/3/2025,High,Billing,Email,373,Closed,false,true,2,false
472,TKT-000472,191,2387,1/10/2024,Medium,Billing,Email,194,Open,true,false,4,false
473,TKT-000473,179,56,6/30/2026,High,Technical Issue,Phone,244,Open,false,true,2,false
474,TKT-000474,28,1819,8/10/2024,High,Account Access,Chat,268,Open,true,false,5,true
475,TKT-000475,58,3017,3/23/2026,High,Billing,Phone,291,In Progress,true,true,4,true
476,TKT-000476,134,652,6/17/2025,Low,Bug Report,Social Media,109,Resolved,true,false,4,true
477,TKT-000477,173,4135,10/27/2025,Medium,Account Access,Email,156,Resolved,false,false,3,true
478,TKT-000478,134,4492,4/19/2026,Critical,Technical Issue,Phone,246,Resolved,true,true,3,false
479,TKT-000479,121,3828,10/5/2024,High,Bug Report,Chat,346,Resolved,false,false,3,true
480,TKT-000480,101,833,11/24/2026,High,Account Access,Email,230,Closed,true,false,4,false
481,TKT-000481,156,695,12/1/2025,Medium,Billing,Email,166,Resolved,true,false,4,true
482,TKT-000482,181,2949,12/14/2025,High,Technical Issue,Chat,253,Resolved,true,false,4,false
483,TKT-000483,22,4965,10/17/2025,Low,Bug Report,Email,123,Closed,true,false,3,false
484,TKT-000484,33,2865,5/18/2024,Low,General Inquiry,Email,43,Closed,true,false,4,true
485,TKT-000485,200,1856,3/1/2025,High,Bug Report,Email,194,Resolved,true,false,4,true
486,TKT-000486,41,1908,2/11/2024,Medium,Technical Issue,Social Media,104,Resolved,true,false,5,true
487,TKT-000487,2,1058,7/31/2025,High,Billing,Chat,305,Closed,false,false,4,true
488,TKT-000488,37,2101,5/11/2025,Medium,Account Access,Email,67,Resolved,true,false,4,false
489,TKT-000489,133,2338,5/16/2024,Medium,General Inquiry,Email,148,Closed,true,false,4,false
490,TKT-000490,103,3983,12/1/2025,Medium,Technical Issue,Web Portal,78,Closed,true,false,5,true
491,TKT-000491,14,4654,7/20/2025,High,General Inquiry,Phone,299,Resolved,true,true,3,false
492,TKT-000492,116,3694,2/1/2025,Critical,Billing,Chat,385,Open,false,false,3,true
493,TKT-000493,16,2490,11/21/2026,Medium,Technical Issue,Chat,200,Closed,true,false,4,true
494,TKT-000494,49,2351,4/22/2024,Low,Technical Issue,Email,61,Resolved,true,false,5,true
495,TKT-000495,173,3324,9/30/2024,High,Technical Issue,Chat,279,Resolved,true,false,4,false
496,TKT-000496,147,4984,2/6/2024,High,Account Access,Email,374,Resolved,false,true,2,false
497,TKT-000497,103,4888,5/29/2024,Critical,Bug Report,Email,358,Open,false,true,2,false
498,TKT-000498,59,349,9/29/2024,High,Billing,Phone,141,Closed,true,false,4,false
499,TKT-000499,197,2057,10/24/2024,Medium,Technical Issue,Email,219,In Progress,false,false,4,true
500,TKT-000500,39,996,8/10/2026,Medium,Account Access,Phone,236,In Progress,true,false,4,false
501,TKT-000501,156,2275,11/29/2024,Medium,Bug Report,Chat,202,Resolved,true,false,5,true
502,TKT-000502,123,1090,5/29/2024,High,Technical Issue,Phone,337,Resolved,false,true,2,false
503,TKT-000503,141,413,8/23/2026,Critical,Technical Issue,Phone,501,Resolved,false,true,2,false
504,TKT-000504,87,991,11/19/2026,High,Technical Issue,Email,382,Open,false,false,3,false
505,TKT-000505,64,2669,4/28/2026,High,Feature Request,Chat,253,Resolved,true,true,3,false
506,TKT-000506,105,3980,1/8/2024,High,Billing,Email,253,Closed,true,true,3,false
507,TKT-000507,172,2486,5/25/2024,High,Technical Issue,Chat,223,Resolved,true,true,3,false
508,TKT-000508,100,906,4/12/2025,High,General Inquiry,Chat,367,Closed,false,true,2,false
509,TKT-000509,63,1945,4/23/2025,Low,Technical Issue,Chat,109,Open,true,false,5,true
510,TKT-000510,25,1819,7/24/2025,High,Account Access,Phone,243,In Progress,true,false,4,false
511,TKT-000511,54,2794,7/5/2025,High,Technical Issue,Phone,206,Closed,true,true,4,false
512,TKT-000512,140,2949,5/12/2024,Medium,Feature Request,Chat,148,Resolved,true,true,4,true
513,TKT-000513,111,1934,10/7/2026,High,Account Access,Email,225,Resolved,false,false,3,true
514,TKT-000514,46,3851,1/20/2025,Low,Bug Report,Phone,99,Open,true,false,4,true
515,TKT-000515,92,672,11/27/2026,High,Technical Issue,Chat,305,Closed,false,false,4,true
516,TKT-000516,20,162,10/23/2026,Medium,General Inquiry,Phone,237,Open,true,false,5,true
517,TKT-000517,57,1962,7/5/2025,Critical,Feature Request,Email,315,Open,true,false,4,false
518,TKT-000518,68,3431,11/20/2024,High,Account Access,Phone,398,Closed,false,true,3,true
519,TKT-000519,78,2679,6/29/2026,High,Account Access,Email,248,Closed,true,true,3,false
520,TKT-000520,85,481,10/23/2026,High,Feature Request,Chat,322,Resolved,false,true,2,false
521,TKT-000521,84,82,5/17/2024,Low,Account Access,Web Portal,63,Closed,false,false,4,true
522,TKT-000522,20,4940,9/22/2024,Low,Account Access,Email,117,Resolved,true,false,4,true
523,TKT-000523,85,1165,1/4/2024,High,Bug Report,Chat,309,Open,false,true,2,true
524,TKT-000524,36,4065,3/6/2024,Medium,Technical Issue,Phone,250,Closed,true,false,4,false
525,TKT-000525,173,4891,7/13/2026,High,Account Access,Email,230,Open,true,false,4,true
526,TKT-000526,176,3017,7/27/2024,Critical,Billing,Email,477,Closed,false,true,2,false
527,TKT-000527,16,296,2/7/2026,Low,Billing,Phone,122,Resolved,false,true,2,true
528,TKT-000528,169,1085,9/10/2024,Critical,Feature Request,Phone,370,In Progress,true,false,4,false
529,TKT-000529,80,4028,7/20/2026,High,Technical Issue,Chat,337,In Progress,false,true,3,true
530,TKT-000530,190,2584,12/2/2025,Critical,Billing,Email,353,Closed,true,true,3,false
531,TKT-000531,171,1006,11/21/2025,High,Technical Issue,Email,204,Closed,true,true,3,false
532,TKT-000532,117,3110,3/17/2024,Critical,General Inquiry,Chat,470,Closed,false,true,2,false
533,TKT-000533,126,1559,10/22/2024,Medium,General Inquiry,Phone,181,Resolved,true,false,4,false
534,TKT-000534,172,3747,3/9/2025,Low,General Inquiry,Email,40,Closed,true,false,5,true
535,TKT-000535,50,1848,1/11/2024,Low,General Inquiry,Phone,96,Resolved,true,false,5,true
536,TKT-000536,193,4452,12/6/2026,High,Billing,Email,190,Resolved,true,false,3,false
537,TKT-000537,100,2147,2/22/2024,Medium,Technical Issue,Phone,93,Resolved,true,false,3,false
538,TKT-000538,84,4052,12/28/2025,Critical,Technical Issue,Web Portal,476,Open,false,true,2,false
539,TKT-000539,165,2570,2/5/2024,Low,Account Access,Phone,132,Closed,true,false,5,true
540,TKT-000540,155,3158,2/9/2025,High,Feature Request,Email,400,Resolved,false,true,2,false
541,TKT-000541,187,767,12/30/2025,Low,General Inquiry,Email,68,Resolved,true,false,5,true
542,TKT-000542,142,1855,5/3/2024,High,Bug Report,Email,235,Closed,true,false,4,false
543,TKT-000543,91,1557,12/16/2026,Medium,Feature Request,Phone,190,Open,false,false,4,true
544,TKT-000544,127,3844,6/8/2024,Critical,Billing,Email,437,Closed,false,false,3,false
545,TKT-000545,109,1438,1/11/2024,Critical,Feature Request,Web Portal,443,Closed,true,false,4,false
546,TKT-000546,10,4217,2/6/2024,Medium,Technical Issue,Email,94,Open,true,false,5,true
547,TKT-000547,46,4848,1/24/2025,Medium,Account Access,Phone,59,Closed,true,true,4,true
548,TKT-000548,193,377,2/5/2024,Medium,Feature Request,Email,99,Resolved,true,false,5,true
549,TKT-000549,57,196,10/21/2026,Critical,Technical Issue,Chat,224,Open,true,false,4,false
550,TKT-000550,82,2966,12/18/2025,High,Billing,Chat,301,Closed,false,false,4,true
551,TKT-000551,86,3664,9/25/2025,Low,Account Access,Email,22,Closed,true,false,5,true
552,TKT-000552,26,4982,8/22/2026,High,Technical Issue,Chat,302,Pending Customer,false,true,2,false
553,TKT-000553,117,2989,11/24/2024,Medium,Billing,Chat,185,Closed,true,false,5,true
554,TKT-000554,7,1829,8/27/2026,Medium,Feature Request,Web Portal,107,Closed,true,false,5,true
555,TKT-000555,189,702,7/6/2026,High,Technical Issue,Email,345,Resolved,true,true,4,true
556,TKT-000556,76,3563,10/7/2026,Medium,General Inquiry,Email,92,Resolved,true,false,4,false
557,TKT-000557,192,175,4/27/2025,High,Technical Issue,Phone,193,Closed,true,true,3,false
558,TKT-000558,180,2955,1/31/2025,Low,Account Access,Web Portal,88,Closed,true,true,3,true
559,TKT-000559,199,3703,4/24/2025,High,Account Access,Phone,376,Resolved,false,true,2,false
560,TKT-000560,80,94,6/1/2025,Critical,Account Access,Email,497,In Progress,false,false,3,false
561,TKT-000561,151,4673,11/20/2026,Critical,General Inquiry,Phone,261,Closed,false,true,3,false
562,TKT-000562,51,1555,6/6/2026,High,Technical Issue,Chat,384,Resolved,true,false,5,true
563,TKT-000563,140,1328,8/18/2026,High,Billing,Phone,142,Open,true,false,4,false
564,TKT-000564,67,1178,3/31/2025,Low,Technical Issue,Phone,139,Resolved,true,false,5,true
565,TKT-000565,69,563,10/21/2025,High,Technical Issue,Social Media,290,Pending Customer,true,true,3,false
566,TKT-000566,142,1535,9/29/2025,High,Bug Report,Email,194,Resolved,true,true,3,false
567,TKT-000567,194,2874,10/26/2026,High,Feature Request,Chat,254,In Progress,true,false,3,false
568,TKT-000568,125,999,5/20/2026,Medium,Feature Request,Email,223,Closed,false,false,3,false
569,TKT-000569,149,2654,1/31/2025,Critical,Account Access,Chat,398,Resolved,false,false,3,false
570,TKT-000570,151,3450,1/24/2024,Low,Account Access,Web Portal,80,Resolved,true,false,4,true
571,TKT-000571,183,519,10/27/2026,High,Bug Report,Chat,294,Closed,true,false,4,false
572,TKT-000572,162,2024,1/12/2026,Critical,General Inquiry,Email,461,Pending Customer,false,true,2,false
573,TKT-000573,41,791,4/26/2025,Medium,General Inquiry,Chat,245,Open,true,false,4,true
574,TKT-000574,107,2642,5/27/2024,Medium,Account Access,Web Portal,134,Open,true,false,4,false
575,TKT-000575,139,2673,7/29/2025,Critical,Billing,Web Portal,387,Pending Customer,false,true,2,false
